surah_number,verse_number,page,x,y
6,149,148,0.4884,0.414
6,150,148,0.1876,0.594
6,151,148,0.0698,0.899
6,152,149,0.0713,0.24
6,153,149,0.8047,0.421
6,154,149,0.6837,0.539
6,155,149,0.5519,0.6
6,156,149,0.9318,0.719
6,157,149,0.0698,0.901
6,158,150,0.724,0.235
6,159,150,0.9333,0.354
6,160,150,0.369,0.412
6,161,150,0.7643,0.532
6,162,150,0.755,0.589
6,163,150,0.9333,0.654
6,164,150,0.4295,0.771
6,165,150,0.0667,0.889
7,1,151,0.8326,0.185
7,2,151,0.4124,0.242
7,3,151,0.0682,0.297
7,4,151,0.9333,0.419
7,5,151,0.8093,0.48
7,6,151,0.7721,0.536
7,7,151,0.0698,0.534
7,8,151,0.755,0.657
7,9,151,0.3519,0.714
7,10,151,0.0667,0.772
7,11,151,0.0698,0.889
7,12,152,0.6899,0.122
7,13,152,0.4775,0.181
7,14,152,0.9349,0.239
7,15,152,0.5178,0.241
7,16,152,0.6651,0.301
7,17,152,0.1132,0.36
7,18,152,0.8233,0.481
7,19,152,0.1953,0.538
7,20,152,0.738,0.72
7,21,152,0.0729,0.718
7,22,152,0.0682,0.894
7,23,153,0.7736,0.116
7,24,153,0.4326,0.176
7,25,153,0.5659,0.237
7,26,153,0.4744,0.355
7,27,153,0.2465,0.536
7,28,153,0.1101,0.654
7,29,153,0.1581,0.776
7,30,153,0.0775,0.896
7,31,154,0.4031,0.118
7,32,154,0.7395,0.295
7,33,154,0.3488,0.415
7,34,154,0.0698,0.474
7,35,154,0.2202,0.592
7,36,154,0.7364,0.712
7,37,154,0.0729,0.89
7,38,155,0.0698,0.235
7,39,155,0.3643,0.355
7,40,155,0.7798,0.534
7,41,155,0.5225,0.595
7,42,155,0.5721,0.713
7,43,155,0.0698,0.891
7,44,156,0.5984,0.179
7,45,156,0.5333,0.237
7,46,156,0.5333,0.36
7,47,156,0.2419,0.418
7,48,156,0.6047,0.537
7,49,156,0.9364,0.657
7,50,156,0.7163,0.779
7,51,156,0.0744,0.892
7,52,157,0.814,0.113
7,53,157,0.0744,0.289
7,54,157,0.3891,0.531
7,55,157,0.3426,0.594
7,56,157,0.4341,0.714
7,57,157,0.0698,0.894
7,58,158,0.0713,0.123
7,59,158,0.0698,0.244
7,60,158,0.1597,0.304
7,61,158,0.9349,0.42
7,62,158,0.7163,0.481
7,63,158,0.2109,0.539
7,64,158,0.3426,0.663
7,65,158,0.9349,0.777
7,66,158,0.2388,0.837
7,67,158,0.0729,0.897
7,68,159,0.2202,0.058
7,69,159,0.9318,0.298
7,70,159,0.9349,0.415
7,71,159,0.6744,0.594
7,72,159,0.9333,0.713
7,73,159,0.0713,0.891
7,74,160,0.7163,0.235
7,75,160,0.7318,0.414
7,76,160,0.5395,0.476
7,77,160,0.7535,0.595
7,78,160,0.7814,0.655
7,79,160,0.9271,0.774
7,80,160,0.4775,0.832
7,81,160,0.0698,0.891
7,82,161,0.3209,0.116
7,83,161,0.3612,0.174
7,84,161,0.0667,0.232
7,85,161,0.9318,0.591
7,86,161,0.3767,0.771
7,87,161,0.0713,0.891
7,88,162,0.7566,0.177
7,89,162,0.2217,0.358
7,90,162,0.9318,0.474
7,91,162,0.0698,0.473
7,92,162,0.5519,0.595
7,93,162,0.6279,0.714
7,94,162,0.1178,0.772
7,95,162,0.0713,0.892
7,96,163,0.7612,0.178
7,97,163,0.7085,0.238
7,98,163,0.6171,0.296
7,99,163,0.3581,0.358
7,100,163,0.0698,0.477
7,101,163,0.2264,0.658
7,102,163,0.9318,0.777
7,103,163,0.0682,0.835
7,104,163,0.0744,0.896
7,105,164,0.2651,0.124
7,106,164,0.2016,0.183
7,107,164,0.4744,0.244
7,108,164,0.7953,0.304
7,109,164,0.8651,0.363
7,110,164,0.0698,0.358
7,111,164,0.1814,0.418
7,112,164,0.6357,0.481
7,113,164,0.3581,0.54
7,114,164,0.693,0.598
7,115,164,0.614,0.656
7,116,164,0.0713,0.716
7,117,164,0.8062,0.837
7,118,164,0.1891,0.834
7,119,164,0.5488,0.896
7,120,164,0.0744,0.893
7,121,165,0.5318,0.054
7,122,165,0.1395,0.053
7,123,165,0.1783,0.171
7,124,165,0.0698,0.231
7,125,165,0.5349,0.293
7,126,165,0.9349,0.412
7,127,165,0.3581,0.536
7,128,165,0.2527,0.652
7,129,165,0.4822,0.833
7,130,165,0.076,0.892
7,131,166,0.5535,0.175
7,132,166,0.3116,0.232
7,133,166,0.3767,0.357
7,134,166,0.7767,0.535
7,135,166,0.4837,0.593
7,136,166,0.0682,0.652
7,137,166,0.0713,0.892
7,138,167,0.5845,0.177
7,139,167,0.6062,0.237
7,140,167,0.3566,0.295
7,141,167,0.6264,0.477
7,142,167,0.6155,0.655
7,143,167,0.0744,0.895
7,144,168,0.262,0.113
7,145,168,0.6915,0.292
7,146,168,0.6047,0.532
7,147,168,0.7395,0.654
7,148,168,0.2341,0.774
7,149,168,0.076,0.891
7,150,169,0.7643,0.292
7,151,169,0.3504,0.352
7,152,169,0.5256,0.473
7,153,169,0.9333,0.593
7,154,169,0.1829,0.653
7,155,169,0.0698,0.892
7,156,170,0.3209,0.235
7,157,170,0.1271,0.596
7,158,170,0.076,0.834
7,159,170,0.0713,0.899
7,160,171,0.1349,0.357
7,161,171,0.0744,0.534
7,162,171,0.7225,0.714
7,163,171,0.0698,0.893
7,164,172,0.0651,0.122
7,165,172,0.9333,0.297
7,166,172,0.9349,0.358
7,167,172,0.7085,0.477
7,168,172,0.4992,0.596
7,169,172,0.3488,0.83
7,170,172,0.0698,0.886
7,171,173,0.0698,0.119
7,172,173,0.3612,0.296
7,173,173,0.7581,0.415
7,174,173,0.9318,0.475
7,175,173,0.2481,0.536
7,176,173,0.4605,0.774
7,177,173,0.2837,0.831
7,178,173,0.0698,0.894
7,179,174,0.0651,0.174
7,180,174,0.3473,0.296
7,181,174,0.4326,0.355
7,182,174,0.3612,0.417
7,183,174,0.7395,0.474
7,184,174,0.6388,0.533
7,185,174,0.3814,0.656
7,186,174,0.3581,0.72
7,187,174,0.0713,0.891
7,188,175,0.4233,0.18
7,189,175,0.0729,0.359
7,190,175,0.6543,0.475
7,191,175,0.9318,0.533
7,192,175,0.0698,0.537
7,193,175,0.6,0.652
7,194,175,0.6806,0.771
7,195,175,0.0744,0.892
7,196,176,0.0713,0.062
7,197,176,0.6465,0.181
7,198,176,0.3039,0.24
7,199,176,0.3876,0.299
7,200,176,0.1442,0.36
7,201,176,0.6372,0.478
7,202,176,0.7504,0.541
7,203,176,0.4527,0.658
7,204,176,0.3039,0.719
7,205,176,0.4279,0.837
7,206,176,0.0713,0.894
8,1,177,0.7969,0.302
8,2,177,0.7705,0.422
8,3,177,0.8093,0.484
8,4,177,0.3798,0.54
8,5,177,0.0729,0.6
8,6,177,0.7054,0.715
8,7,177,0.9302,0.89
8,8,177,0.0698,0.894
8,9,178,0.5101,0.114
8,10,178,0.6915,0.234
8,11,178,0.0651,0.35
8,12,178,0.3039,0.53
8,13,178,0.6884,0.651
8,14,178,0.7101,0.711
8,15,178,0.3705,0.772
8,16,178,0.0636,0.887
8,17,179,0.5426,0.18
8,18,179,0.7628,0.237
8,19,179,0.1659,0.359
8,20,179,0.7829,0.476
8,21,179,0.7411,0.536
8,22,179,0.6388,0.596
8,23,179,0.2791,0.655
8,24,179,0.7147,0.83
8,25,179,0.076,0.895
8,26,180,0.386,0.176
8,27,180,0.9318,0.294
8,28,180,0.5984,0.353
8,29,180,0.3845,0.477
8,30,180,0.4744,0.59
8,31,180,0.6543,0.713
8,32,180,0.5473,0.832
8,33,180,0.0713,0.89
8,34,181,0.3984,0.178
8,35,181,0.5256,0.296
8,36,181,0.7349,0.475
8,37,181,0.2512,0.594
8,38,181,0.3628,0.714
8,39,181,0.2372,0.834
8,40,181,0.0775,0.891
8,41,182,0.107,0.236
8,42,182,0.7116,0.529
8,43,182,0.1333,0.653
8,44,182,0.7039,0.832
8,45,182,0.0775,0.89
8,46,183,0.369,0.125
8,47,183,0.2713,0.244
8,48,183,0.245,0.479
8,49,183,0.0698,0.596
8,50,183,0.1612,0.712
8,51,183,0.0698,0.772
8,52,183,0.0713,0.889
8,53,184,0.3364,0.116
8,54,184,0.0682,0.234
8,55,184,0.0682,0.294
8,56,184,0.6574,0.413
8,57,184,0.3736,0.473
8,58,184,0.9333,0.592
8,59,184,0.0698,0.588
8,60,184,0.3209,0.829
8,61,184,0.0713,0.888
8,62,185,0.586,0.12
8,63,185,0.369,0.239
8,64,185,0.4031,0.298
8,65,185,0.2651,0.475
8,66,185,0.4388,0.653
8,67,185,0.3023,0.771
8,68,185,0.2295,0.83
8,69,185,0.0682,0.891
8,70,186,0.6248,0.176
8,71,186,0.2093,0.233
8,72,186,0.1659,0.533
8,73,186,0.5085,0.648
8,74,186,0.3426,0.77
8,75,186,0.0651,0.883
9,1,187,0.0682,0.13
9,2,187,0.4729,0.247
9,3,187,0.9333,0.478
9,4,187,0.4527,0.596
9,5,187,0.0682,0.773
9,6,187,0.0667,0.893
9,7,188,0.9333,0.235
9,8,188,0.7457,0.354
9,9,188,0.2171,0.414
9,10,188,0.0682,0.474
9,11,188,0.2372,0.595
9,12,188,0.9318,0.773
9,13,188,0.0682,0.893
9,14,189,0.2589,0.114
9,15,189,0.9349,0.231
9,16,189,0.338,0.351
9,17,189,0.0729,0.472
9,18,189,0.3566,0.651
9,19,189,0.7922,0.83
9,20,189,0.0698,0.888
9,21,190,0.7256,0.114
9,22,190,0.8016,0.175
9,23,190,0.1705,0.293
9,24,190,0.5907,0.594
9,25,190,0.3876,0.776
9,26,190,0.0682,0.897
9,27,191,0.8062,0.108
9,28,191,0.3147,0.289
9,29,191,0.9318,0.532
9,30,191,0.4372,0.713
9,31,191,0.0729,0.895
9,32,192,0.2651,0.11
9,33,192,0.3318,0.231
9,34,192,0.245,0.473
9,35,192,0.7225,0.654
9,36,192,0.0729,0.895
9,37,193,0.3845,0.235
9,38,193,0.0744,0.413
9,39,193,0.8186,0.599
9,40,193,0.0729,0.898
9,41,194,0.0636,0.112
9,42,194,0.0651,0.291
9,43,194,0.431,0.414
9,44,194,0.4093,0.534
9,45,194,0.5225,0.655
9,46,194,0.3628,0.774
9,47,194,0.0682,0.895
9,48,195,0.0713,0.114
9,49,195,0.9349,0.293
9,50,195,0.6295,0.415
9,51,195,0.9364,0.533
9,52,195,0.1209,0.657
9,53,195,0.7023,0.777
9,54,195,0.076,0.899
9,55,196,0.0667,0.116
9,56,196,0.6775,0.233
9,57,196,0.3504,0.294
9,58,196,0.6496,0.411
9,59,196,0.3938,0.532
9,60,196,0.1705,0.71
9,61,196,0.0682,0.886
9,62,197,0.3612,0.114
9,63,197,0.4589,0.233
9,64,197,0.3767,0.353
9,65,197,0.4171,0.473
9,66,197,0.4667,0.589
9,67,197,0.2419,0.765
9,68,197,0.0713,0.887
9,69,198,0.2279,0.293
9,70,198,0.5411,0.536
9,71,198,0.062,0.715
9,72,198,0.0636,0.894
9,73,199,0.338,0.119
9,74,199,0.6155,0.412
9,75,199,0.076,0.47
9,76,199,0.938,0.589
9,77,199,0.2279,0.652
9,78,199,0.7612,0.77
9,79,199,0.0698,0.889
9,80,200,0.4,0.173
9,81,200,0.5039,0.351
9,82,200,0.5256,0.413
9,83,200,0.7395,0.591
9,84,200,0.9349,0.709
9,85,200,0.1535,0.774
9,86,200,0.0713,0.892
9,87,201,0.6868,0.112
9,88,201,0.5256,0.231
9,89,201,0.1395,0.293
9,90,201,0.9349,0.476
9,91,201,0.0682,0.591
9,92,201,0.4295,0.773
9,93,201,0.0744,0.896
9,94,202,0.2496,0.234
9,95,202,0.6992,0.412
9,96,202,0.9349,0.532
9,97,202,0.1333,0.595
9,98,202,0.2078,0.71
9,99,202,0.0636,0.891
9,100,203,0.6202,0.232
9,101,203,0.8341,0.414
9,102,203,0.0667,0.474
9,103,203,0.2403,0.592
9,104,203,0.5473,0.716
9,105,203,0.4899,0.833
9,106,203,0.0698,0.896
9,107,204,0.9349,0.229
9,108,204,0.5147,0.355
9,109,204,0.6186,0.535
9,110,204,0.0636,0.596
9,111,204,0.0667,0.893
9,112,205,0.6279,0.229
9,113,205,0.2899,0.351
9,114,205,0.9364,0.537
9,115,205,0.1612,0.596
9,116,205,0.4,0.719
9,117,205,0.0729,0.902
9,118,206,0.7922,0.236
9,119,206,0.7023,0.292
9,120,206,0.062,0.593
9,121,206,0.8109,0.776
9,122,206,0.0698,0.892
9,123,207,0.0667,0.108
9,124,207,0.9302,0.29
9,125,207,0.231,0.344
9,126,207,0.3178,0.467
9,127,207,0.9271,0.642
9,128,207,0.6589,0.761
9,129,207,0.0698,0.821
10,1,208,0.3845,0.112
10,2,208,0.7395,0.296
10,3,208,0.7597,0.475
10,4,208,0.4729,0.661
10,5,208,0.7085,0.844
10,6,208,0.0682,0.901
10,7,209,0.3395,0.11
10,8,209,0.3969,0.173
10,9,209,0.4078,0.293
10,10,209,0.6403,0.415
10,11,209,0.2186,0.535
10,12,209,0.4372,0.718
10,13,209,0.2791,0.838
10,14,209,0.0729,0.899
10,15,210,0.2372,0.236
10,16,210,0.2233,0.354
10,17,210,0.5395,0.475
10,18,210,0.1953,0.658
10,19,210,0.9333,0.837
10,20,210,0.0682,0.896
10,21,211,0.9411,0.168
10,22,211,0.7798,0.41
10,23,211,0.0698,0.526
10,24,211,0.138,0.831
10,25,211,0.0682,0.893
10,26,212,0.1659,0.118
10,27,212,0.3256,0.299
10,28,212,0.2357,0.419
10,29,212,0.0651,0.479
10,30,212,0.3302,0.598
10,31,212,0.4481,0.778
10,32,212,0.1922,0.836
10,33,212,0.0667,0.9
10,34,213,0.4946,0.121
10,35,213,0.0682,0.234
10,36,213,0.6884,0.36
10,37,213,0.6295,0.476
10,38,213,0.0682,0.537
10,39,213,0.0713,0.653
10,40,213,0.769,0.776
10,41,213,0.2109,0.837
10,42,213,0.0698,0.894
10,43,214,0.6946,0.112
10,44,214,0.5519,0.175
10,45,214,0.662,0.293
10,46,214,0.2031,0.354
10,47,214,0.755,0.473
10,48,214,0.9349,0.533
10,49,214,0.0636,0.593
10,50,214,0.7814,0.714
10,51,214,0.7473,0.773
10,52,214,0.3442,0.836
10,53,214,0.0667,0.893
10,54,215,0.7581,0.166
10,55,215,0.3178,0.231
10,56,215,0.6372,0.29
10,57,215,0.9395,0.411
10,58,215,0.7922,0.472
10,59,215,0.7736,0.589
10,60,215,0.7395,0.712
10,61,215,0.0713,0.895
10,62,216,0.9333,0.109
10,63,216,0.2713,0.109
10,64,216,0.5132,0.236
10,65,216,0.2651,0.292
10,66,216,0.4,0.476
10,67,216,0.5178,0.596
10,68,216,0.7566,0.782
10,69,216,0.707,0.843
10,70,216,0.0713,0.899
10,71,217,0.6899,0.231
10,72,217,0.0713,0.293
10,73,217,0.9349,0.473
10,74,217,0.7736,0.595
10,75,217,0.0713,0.659
10,76,217,0.0682,0.72
10,77,217,0.7721,0.836
10,78,217,0.0729,0.9
10,79,218,0.3318,0.05
10,80,218,0.3116,0.109
10,81,218,0.6651,0.23
10,82,218,0.7612,0.289
10,83,218,0.4605,0.411
10,84,218,0.2806,0.471
10,85,218,0.1674,0.533
10,86,218,0.4574,0.595
10,87,218,0.2992,0.712
10,88,218,0.0698,0.895
10,89,219,0.6171,0.113
10,90,219,0.6496,0.293
10,91,219,0.6853,0.355
10,92,219,0.0698,0.42
10,93,219,0.5767,0.596
10,94,219,0.2434,0.718
10,95,219,0.9364,0.835
10,96,219,0.938,0.896
10,97,219,0.0729,0.897
10,98,220,0.7907,0.177
10,99,220,0.1194,0.238
10,100,220,0.5488,0.356
10,101,220,0.0651,0.417
10,102,220,0.2202,0.538
10,103,220,0.9318,0.659
10,104,220,0.5767,0.777
10,105,220,0.4171,0.838
10,106,220,0.0651,0.897
10,107,221,0.586,0.178
10,108,221,0.155,0.297
10,109,221,0.0698,0.353
11,1,221,0.0682,0.537
11,2,221,0.2682,0.597
11,3,221,0.8651,0.781
11,4,221,0.1798,0.778
11,5,221,0.0682,0.891
11,6,222,0.3132,0.113
11,7,222,0.5349,0.354
11,8,222,0.0682,0.476
11,9,222,0.631,0.597
11,10,222,0.0667,0.655
11,11,222,0.6946,0.778
11,12,222,0.0651,0.898
11,13,223,0.0713,0.12
11,14,223,0.4078,0.237
11,15,223,0.9364,0.356
11,16,223,0.2295,0.415
11,17,223,0.1349,0.656
11,18,223,0.3116,0.834
11,19,223,0.0667,0.892
11,20,224,0.431,0.17
11,21,224,0.2744,0.231
11,22,224,0.4341,0.292
11,23,224,0.6202,0.414
11,24,224,0.9364,0.532
11,25,224,0.0651,0.534
11,26,224,0.9333,0.657
11,27,224,0.9349,0.839
11,28,224,0.062,0.901
11,29,225,0.6961,0.177
11,30,225,0.676,0.238
11,31,225,0.693,0.421
11,32,225,0.1318,0.478
11,33,225,0.2326,0.538
11,34,225,0.4744,0.658
11,35,225,0.0713,0.717
11,36,225,0.4264,0.832
11,37,225,0.0682,0.895
11,38,226,0.0651,0.115
11,39,226,0.8171,0.234
11,40,226,0.3411,0.357
11,41,226,0.124,0.416
11,42,226,0.0651,0.535
11,43,226,0.6605,0.719
11,44,226,0.5829,0.836
11,45,226,0.0667,0.897
11,46,227,0.0698,0.12
11,47,227,0.2372,0.239
11,48,227,0.1798,0.358
11,49,227,0.2093,0.48
11,50,227,0.4202,0.597
11,51,227,0.0698,0.659
11,52,227,0.7519,0.84
11,53,227,0.0729,0.902
11,54,228,0.3798,0.115
11,55,228,0.6155,0.179
11,56,228,0.9364,0.293
11,57,228,0.9349,0.417
11,58,228,0.4698,0.475
11,59,228,0.1674,0.534
11,60,228,0.6403,0.66
11,61,228,0.9349,0.836
11,62,228,0.0682,0.895
11,63,229,0.7364,0.174
11,64,229,0.7101,0.293
11,65,229,0.2512,0.353
11,66,229,0.1519,0.473
11,67,229,0.938,0.595
11,68,229,0.8171,0.659
11,69,229,0.1256,0.715
11,70,229,0.3116,0.839
11,71,229,0.0713,0.899
11,72,230,0.7008,0.12
11,73,230,0.2248,0.177
11,74,230,0.0667,0.235
11,75,230,0.5256,0.298
11,76,230,0.1287,0.354
11,77,230,0.7271,0.481
11,78,230,0.9349,0.653
11,79,230,0.9333,0.717
11,80,230,0.1411,0.713
11,81,230,0.0651,0.892
11,82,231,0.4481,0.111
11,83,231,0.414,0.171
11,84,231,0.1969,0.351
11,85,231,0.0729,0.474
11,86,231,0.7814,0.594
11,87,231,0.4512,0.717
11,88,231,0.0667,0.898
11,89,232,0.8171,0.171
11,90,232,0.7132,0.229
11,91,232,0.7194,0.353
11,92,232,0.8264,0.475
11,93,232,0.2636,0.594
11,94,232,0.0698,0.713
11,95,232,0.1488,0.776
11,96,232,0.3194,0.838
11,97,232,0.0682,0.898
11,98,233,0.7969,0.119
11,99,233,0.693,0.181
11,100,233,0.555,0.239
11,101,233,0.0651,0.362
11,102,233,0.7612,0.475
11,103,233,0.155,0.537
11,104,233,0.507,0.598
11,105,233,0.3814,0.659
11,106,233,0.4744,0.717
11,107,233,0.062,0.777
11,108,233,0.0682,0.895
11,109,234,0.0636,0.118
11,110,234,0.9333,0.299
11,111,234,0.8248,0.353
11,112,234,0.5178,0.415
11,113,234,0.7023,0.534
11,114,234,0.9333,0.652
11,115,234,0.1721,0.655
11,116,234,0.262,0.833
11,117,234,0.0713,0.894
11,118,235,0.9395,0.123
11,119,235,0.2481,0.178
11,120,235,0.3938,0.299
11,121,235,0.4217,0.356
11,122,235,0.938,0.419
11,123,235,0.0713,0.476
12,1,235,0.4217,0.655
12,2,235,0.6264,0.713
12,3,235,0.6775,0.832
12,4,235,0.0744,0.89
12,5,236,0.3411,0.124
12,6,236,0.5705,0.3
12,7,236,0.6574,0.361
12,8,236,0.169,0.418
12,9,236,0.6016,0.539
12,10,236,0.8264,0.658
12,11,236,0.7581,0.717
12,12,236,0.7504,0.778
12,13,236,0.2248,0.838
12,14,236,0.0744,0.898
12,15,237,0.186,0.117
12,16,237,0.569,0.174
12,17,237,0.3907,0.296
12,18,237,0.4264,0.416
12,19,237,0.4636,0.536
12,20,237,0.1612,0.594
12,21,237,0.2155,0.836
12,22,237,0.076,0.895
12,23,238,0.5194,0.171
12,24,238,0.2341,0.294
12,25,238,0.8512,0.474
12,26,238,0.7736,0.592
12,27,238,0.7101,0.651
12,28,238,0.3674,0.712
12,29,238,0.0543,0.772
12,30,238,0.0667,0.895
12,31,239,0.8465,0.231
12,32,239,0.7163,0.353
12,33,239,0.938,0.472
12,34,239,0.8264,0.53
12,35,239,0.7736,0.592
12,36,239,0.7519,0.772
12,37,239,0.076,0.891
12,38,240,0.2295,0.174
12,39,240,0.9302,0.29
12,40,240,0.5798,0.474
12,41,240,0.231,0.597
12,42,240,0.9302,0.779
12,43,240,0.0667,0.899
12,44,241,0.062,0.054
12,45,241,0.7969,0.175
12,46,241,0.124,0.291
12,47,241,0.676,0.415
12,48,241,0.3876,0.475
12,49,241,0.355,0.533
12,50,241,0.1333,0.651
12,51,241,0.1411,0.834
12,52,241,0.0698,0.894
12,53,242,0.5504,0.116
12,54,242,0.1287,0.172
12,55,242,0.1891,0.234
12,56,242,0.1798,0.355
12,57,242,0.2822,0.417
12,58,242,0.138,0.476
12,59,242,0.386,0.596
12,60,242,0.4357,0.659
12,61,242,0.7271,0.722
12,62,242,0.9302,0.841
12,63,242,0.0713,0.899
12,64,243,0.2403,0.112
12,65,243,0.1845,0.293
12,66,243,0.938,0.475
12,67,243,0.138,0.598
12,68,243,0.9333,0.838
12,69,243,0.0806,0.9
12,70,244,0.276,0.111
12,71,244,0.5132,0.17
12,72,244,0.2465,0.234
12,73,244,0.9302,0.349
12,74,244,0.2419,0.354
12,75,244,0.9318,0.474
12,76,244,0.4217,0.658
12,77,244,0.7566,0.838
12,78,244,0.0698,0.902
12,79,245,0.6822,0.112
12,80,245,0.9364,0.355
12,81,245,0.938,0.477
12,82,245,0.6419,0.534
12,83,245,0.5674,0.656
12,84,245,0.0698,0.716
12,85,245,0.4202,0.834
12,86,245,0.076,0.898
12,87,246,0.9318,0.172
12,88,246,0.4403,0.293
12,89,246,0.3085,0.352
12,90,246,0.7209,0.535
12,91,246,0.4713,0.595
12,92,246,0.0651,0.661
12,93,246,0.324,0.779
12,94,246,0.7984,0.897
12,95,246,0.0698,0.9
12,96,247,0.1442,0.12
12,97,247,0.2543,0.18
12,98,247,0.1752,0.242
12,99,247,0.6062,0.36
12,100,247,0.1938,0.6
12,101,247,0.4357,0.78
12,102,247,0.9349,0.9
12,103,247,0.0744,0.903
12,104,248,0.0651,0.053
12,105,248,0.586,0.174
12,106,248,0.707,0.233
12,107,248,0.2186,0.294
12,108,248,0.4574,0.415
12,109,248,0.1395,0.597
12,110,248,0.9318,0.781
12,111,248,0.0698,0.899
13,1,249,0.4884,0.245
13,2,249,0.7256,0.423
13,3,249,0.2651,0.539
13,4,249,0.0698,0.717
13,5,249,0.0698,0.896
13,6,250,0.4651,0.171
13,7,250,0.9333,0.29
13,8,250,0.2729,0.353
13,9,250,0.4109,0.412
13,10,250,0.8202,0.53
13,11,250,0.8558,0.712
13,12,250,0.493,0.772
13,13,250,0.0651,0.892
13,14,251,0.7457,0.174
13,15,251,0.3891,0.232
13,16,251,0.2248,0.471
13,17,251,0.0713,0.709
13,18,251,0.0682,0.887
13,19,252,0.724,0.116
13,20,252,0.9318,0.178
13,21,252,0.5814,0.236
13,22,252,0.3411,0.356
13,23,252,0.6651,0.476
13,24,252,0.9318,0.537
13,25,252,0.7008,0.657
13,26,252,0.1659,0.714
13,27,252,0.4124,0.836
13,28,252,0.0682,0.894
13,29,253,0.8419,0.117
13,30,253,0.0682,0.235
13,31,253,0.3969,0.533
13,32,253,0.8388,0.652
13,33,253,0.3628,0.832
13,34,253,0.0713,0.9
13,35,254,0.6636,0.187
13,36,254,0.0636,0.302
13,37,254,0.155,0.419
13,38,254,0.0636,0.537
13,39,254,0.0651,0.599
13,40,254,0.5736,0.718
13,41,254,0.8047,0.84
13,42,254,0.0651,0.897
13,43,255,0.0791,0.113
14,1,255,0.0744,0.359
14,2,255,0.3752,0.479
14,3,255,0.2589,0.596
14,4,255,0.9318,0.775
14,5,255,0.0729,0.894
14,6,256,0.2868,0.232
14,7,256,0.7209,0.349
14,8,256,0.4636,0.41
14,9,256,0.2419,0.65
14,10,256,0.0698,0.888
14,11,257,0.9364,0.235
14,12,257,0.9349,0.356
14,13,257,0.707,0.478
14,14,257,0.2822,0.535
14,15,257,0.4419,0.596
14,16,257,0.6589,0.655
14,17,257,0.6078,0.771
14,18,257,0.0744,0.894
14,19,258,0.4682,0.109
14,20,258,0.9318,0.175
14,21,258,0.3085,0.355
14,22,258,0.9318,0.719
14,23,258,0.7814,0.841
14,24,258,0.0698,0.9
14,25,259,0.4047,0.116
14,26,259,0.9302,0.235
14,27,259,0.7318,0.353
14,28,259,0.507,0.415
14,29,259,0.8016,0.475
14,30,259,0.3581,0.533
14,31,259,0.2868,0.653
14,32,259,0.2853,0.834
14,33,259,0.0713,0.893
14,34,260,0.1442,0.113
14,35,260,0.6326,0.236
14,36,260,0.0667,0.294
14,37,260,0.0682,0.473
14,38,260,0.5054,0.596
14,39,260,0.0651,0.653
14,40,260,0.8233,0.776
14,41,260,0.7473,0.839
14,42,260,0.0651,0.896
14,43,261,0.8465,0.113
14,44,261,0.7674,0.292
14,45,261,0.6636,0.414
14,46,261,0.9364,0.53
14,47,261,0.7597,0.596
14,48,261,0.4915,0.654
14,49,261,0.5674,0.715
14,50,261,0.6589,0.776
14,51,261,0.493,0.835
14,52,261,0.0729,0.897
15,1,262,0.2233,0.182
15,2,262,0.3674,0.239
15,3,262,0.2372,0.3
15,4,262,0.3829,0.359
15,5,262,0.5674,0.419
15,6,262,0.5938,0.478
15,7,262,0.6977,0.538
15,8,262,0.7411,0.599
15,9,262,0.0651,0.596
15,10,262,0.2791,0.658
15,11,262,0.4078,0.716
15,12,262,0.6682,0.778
15,13,262,0.9318,0.834
15,14,262,0.9318,0.893
15,15,262,0.0651,0.898
15,16,263,0.0775,0.05
15,17,263,0.3876,0.109
15,18,263,0.6109,0.169
15,19,263,0.3287,0.229
15,20,263,0.4667,0.29
15,21,263,0.3504,0.347
15,22,263,0.7876,0.47
15,23,263,0.0713,0.469
15,24,263,0.0698,0.532
15,25,263,0.3597,0.594
15,26,263,0.5132,0.653
15,27,263,0.7984,0.715
15,28,263,0.5085,0.774
15,29,263,0.524,0.835
15,30,263,0.8078,0.893
15,31,263,0.0729,0.895
15,32,264,0.2543,0.053
15,33,264,0.1256,0.112
15,34,264,0.5349,0.171
15,35,264,0.8403,0.231
15,36,264,0.2217,0.229
15,37,264,0.7101,0.292
15,38,264,0.245,0.29
15,39,264,0.0651,0.35
15,40,264,0.4093,0.411
15,41,264,0.769,0.474
15,42,264,0.5984,0.532
15,43,264,0.0651,0.532
15,44,264,0.1566,0.592
15,45,264,0.4992,0.653
15,46,264,0.0667,0.651
15,47,264,0.9318,0.771
15,48,264,0.0651,0.774
15,49,264,0.2868,0.833
15,50,264,0.5783,0.893
15,51,264,0.0698,0.896
15,52,265,0.1643,0.052
15,53,265,0.4341,0.112
15,54,265,0.4295,0.173
15,55,265,0.5318,0.233
15,56,265,0.5891,0.291
15,57,265,0.9364,0.351
15,58,265,0.2977,0.351
15,59,265,0.5132,0.414
15,60,265,0.7287,0.474
15,61,265,0.1519,0.474
15,62,265,0.5783,0.532
15,63,265,0.7736,0.594
15,64,265,0.1674,0.593
15,65,265,0.5643,0.716
15,66,265,0.4279,0.778
15,67,265,0.7721,0.835
15,68,265,0.1612,0.835
15,69,265,0.6791,0.894
15,70,265,0.0667,0.896
15,71,266,0.4341,0.05
15,72,266,0.8031,0.111
15,73,266,0.3008,0.111
